incident_id,supplier_id,incident_date,severity,incident_type,description,resolution
INC00535,SUP035,2025-03-07,Medium,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00536,SUP035,2025-03-24,Low,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00537,SUP035,2025-04-21,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00538,SUP035,2025-04-26,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,Supplier committed to weekly status updates and a corrective action plan.
INC00539,SUP035,2025-05-05,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00540,SUP035,2025-05-10,Critical,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",The issue was escalated to supplier leadership with a 30-day remediation target.
INC00541,SUP035,2025-05-22,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00542,SUP035,2025-05-03,Low,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",Process controls were strengthened and performance will be monitored in the next review cycle.
INC00543,SUP035,2025-06-17,Low,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",Additional staffing and management oversight were introduced.
INC00544,SUP035,2025-07-06,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported warehouse staffing shortage.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00545,SUP035,2025-09-06,Medium,Capacity Issue,"Supplier capacity was insufficient for expected demand, driven partly by warehouse staffing shortage.",An improvement plan was agreed with fortnightly performance checkpoints.
INC00546,SUP035,2025-11-14,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00547,SUP035,2025-11-10,High,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00548,SUP035,2026-01-06,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00549,SUP035,2026-01-02,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00550,SUP035,2026-04-20,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,An improvement plan was agreed with fortnightly performance checkpoints.
INC00551,SUP035,2026-04-02,Medium,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00552,SUP035,2026-05-25,Medium,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside warehouse staffing shortage.,Additional staffing and management oversight were introduced.
INC00553,SUP035,2026-06-24,Medium,Delivery Delay,"Repeated delivery delays were observed, with warehouse staffing shortage cited as a contributing factor.",Supplier committed to weekly status updates and a corrective action plan.
INC00554,SUP035,2026-06-07,Critical,Quality Defect,Quality defects increased during the period. Review notes linked the issue to warehouse staffing shortage.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00555,SUP036,2025-01-25,High,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC00556,SUP036,2025-01-07,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00557,SUP036,2025-01-02,Low,Communication Breakdown,Escalation handling was delayed because of communication gaps alongside high employee turnover.,Additional staffing and management oversight were introduced.
INC00558,SUP036,2025-02-12,Medium,Invoice Discrepancy,Multiple invoice discrepancies required manual correction. The supplier reported high employee turnover.,Process controls were strengthened and performance will be monitored in the next review cycle.
INC00559,SUP036,2025-04-26,Low,Delivery Delay,"Repeated delivery delays were observed, with high employee turnover cited as a contributing factor.",Additional staffing and management oversight were introduced.
INC00560,SUP036,2025-05-17,Low,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Supplier committed to weekly status updates and a corrective action plan.
INC00561,SUP036,2025-05-09,Low,SLA Breach,Supplier performance fell below the agreed SLA threshold. The primary concern was high employee turnover.,The issue was escalated to supplier leadership with a 30-day remediation target.
INC00562,SUP036,2025-06-13,Medium,System/Integration Issue,Operational processing was delayed by system/integration problems and high employee turnover.,Additional staffing and management oversight were introduced.
